,POPULARITY,BUCKET,TOTAL_SELL,LIKE_,REVIEW,PRICE,FIRST_PAGE
9681,3.0,6.0,4.0,6.0,4.0,5.0,0
9682,3.0,3.0,4.0,3.0,6.0,3.0,0
9683,5.0,5.0,3.0,4.0,8.0,7.0,0
9684,1.0,1.0,0.0,2.0,6.0,6.0,0
9691,2.0,6.0,5.0,6.0,6.0,4.0,0
9696,6.0,5.0,6.0,5.0,7.0,1.0,0
9698,4.0,6.0,6.0,6.0,6.0,7.0,0
9699,1.0,6.0,6.0,6.0,4.0,7.0,0
9700,3.0,2.0,2.0,3.0,0.0,6.0,0
9701,4.0,6.0,5.0,5.0,6.0,4.0,0
9708,5.0,3.0,3.0,2.0,6.0,6.0,0
9710,2.0,2.0,1.0,2.0,4.0,5.0,0
9711,2.0,3.0,3.0,2.0,4.0,3.0,0
9718,3.0,2.0,0.0,2.0,0.0,3.0,0
9721,3.0,4.0,5.0,4.0,4.0,6.0,0
9722,1.0,1.0,1.0,1.0,0.0,5.0,0
9729,2.0,1.0,1.0,0.0,7.0,2.0,0
9732,1.0,2.0,2.0,3.0,0.0,5.0,0
9733,2.0,2.0,1.0,2.0,3.0,6.0,0
9735,1.0,2.0,1.0,2.0,3.0,5.0,0
9738,2.0,4.0,1.0,4.0,4.0,4.0,0
9740,2.0,1.0,2.0,0.0,0.0,1.0,0
9741,2.0,1.0,1.0,0.0,0.0,4.0,0
9742,1.0,1.0,2.0,2.0,6.0,4.0,0
9744,2.0,5.0,5.0,5.0,4.0,5.0,0
9745,2.0,4.0,4.0,4.0,5.0,2.0,0
9748,1.0,2.0,4.0,2.0,5.0,4.0,0
9749,0.0,1.0,1.0,1.0,8.0,4.0,0
9757,1.0,2.0,1.0,3.0,0.0,6.0,0
9770,1.0,1.0,3.0,1.0,4.0,6.0,0
9772,0.0,2.0,4.0,2.0,6.0,7.0,0
9781,1.0,3.0,3.0,3.0,5.0,4.0,0
9782,2.0,2.0,1.0,2.0,0.0,6.0,0
9785,2.0,3.0,4.0,3.0,5.0,4.0,0
9787,3.0,4.0,3.0,4.0,6.0,6.0,0
9789,3.0,1.0,1.0,1.0,0.0,5.0,0
9790,3.0,4.0,5.0,5.0,5.0,4.0,0
9792,2.0,1.0,1.0,2.0,3.0,3.0,0
9794,4.0,3.0,1.0,3.0,0.0,7.0,0
9795,2.0,4.0,4.0,4.0,0.0,6.0,0
9796,2.0,4.0,4.0,5.0,4.0,4.0,0
9801,2.0,4.0,5.0,5.0,6.0,5.0,0
9804,3.0,5.0,6.0,5.0,6.0,6.0,0
9808,3.0,2.0,3.0,2.0,4.0,6.0,0
9809,0.0,2.0,4.0,3.0,3.0,6.0,0
9810,0.0,3.0,3.0,4.0,3.0,5.0,0
9812,3.0,2.0,1.0,2.0,3.0,5.0,0
9813,2.0,4.0,3.0,5.0,5.0,5.0,0
9814,3.0,5.0,5.0,5.0,5.0,7.0,0
9818,3.0,5.0,6.0,5.0,5.0,7.0,0
9819,2.0,2.0,1.0,2.0,0.0,6.0,0
9826,2.0,3.0,5.0,4.0,4.0,4.0,0
9830,3.0,2.0,0.0,2.0,0.0,4.0,0
9831,3.0,1.0,1.0,1.0,0.0,3.0,0
9832,3.0,4.0,3.0,5.0,4.0,5.0,0
9833,3.0,4.0,3.0,4.0,4.0,7.0,0
9835,2.0,1.0,1.0,1.0,0.0,7.0,0
9836,1.0,3.0,3.0,3.0,6.0,4.0,0
9841,4.0,2.0,1.0,2.0,8.0,6.0,0
9842,2.0,6.0,2.0,6.0,4.0,7.0,0
9843,1.0,1.0,1.0,1.0,0.0,6.0,0
9845,1.0,1.0,2.0,1.0,0.0,6.0,0
9851,1.0,1.0,0.0,0.0,6.0,5.0,0
9853,3.0,1.0,1.0,1.0,3.0,4.0,0
9857,2.0,2.0,1.0,2.0,8.0,7.0,0
9859,0.0,3.0,0.0,3.0,7.0,7.0,0
9860,1.0,1.0,1.0,2.0,0.0,6.0,0
9861,1.0,1.0,1.0,1.0,4.0,3.0,0
9864,0.0,2.0,3.0,2.0,3.0,5.0,0
9867,1.0,4.0,2.0,4.0,3.0,6.0,0
9869,2.0,1.0,2.0,2.0,0.0,6.0,0
9873,2.0,3.0,5.0,3.0,0.0,4.0,0
9881,1.0,2.0,1.0,2.0,6.0,4.0,0
9897,1.0,3.0,3.0,3.0,8.0,7.0,0
9898,1.0,3.0,0.0,4.0,4.0,3.0,0
9899,1.0,2.0,3.0,2.0,4.0,7.0,0
9916,2.0,4.0,5.0,5.0,5.0,4.0,0
9917,4.0,4.0,3.0,4.0,6.0,4.0,0
9919,1.0,2.0,1.0,3.0,3.0,3.0,0
9920,2.0,5.0,5.0,5.0,5.0,4.0,0
9922,1.0,2.0,2.0,2.0,5.0,3.0,0
9936,1.0,1.0,2.0,1.0,0.0,6.0,0
9938,1.0,4.0,1.0,5.0,3.0,5.0,0
9939,1.0,3.0,3.0,3.0,4.0,6.0,0
9940,0.0,2.0,1.0,2.0,4.0,3.0,0
9941,1.0,1.0,1.0,1.0,3.0,6.0,0
9942,1.0,1.0,1.0,1.0,6.0,6.0,0
9945,4.0,5.0,5.0,5.0,4.0,7.0,0
9948,4.0,4.0,3.0,4.0,3.0,6.0,0
9953,3.0,3.0,3.0,3.0,8.0,4.0,0
9956,3.0,4.0,4.0,5.0,6.0,4.0,0
9962,2.0,4.0,5.0,5.0,3.0,6.0,0
9963,3.0,3.0,4.0,3.0,8.0,4.0,0
9965,2.0,1.0,2.0,1.0,3.0,7.0,0
9974,3.0,2.0,1.0,3.0,3.0,6.0,0
9975,0.0,1.0,1.0,1.0,0.0,7.0,0
9979,3.0,2.0,2.0,2.0,5.0,6.0,0
9980,1.0,1.0,2.0,1.0,6.0,4.0,0
9981,1.0,1.0,0.0,1.0,0.0,4.0,0
9984,4.0,3.0,2.0,3.0,0.0,6.0,0
9985,2.0,3.0,3.0,3.0,3.0,4.0,0
9986,2.0,2.0,1.0,2.0,7.0,7.0,0
9988,4.0,5.0,5.0,5.0,4.0,6.0,0
9989,3.0,4.0,1.0,4.0,0.0,4.0,0
10001,2.0,2.0,1.0,2.0,8.0,6.0,0
10023,1.0,1.0,1.0,0.0,0.0,6.0,0
10025,2.0,6.0,5.0,6.0,3.0,3.0,0
10027,1.0,2.0,1.0,3.0,8.0,4.0,0
10036,2.0,3.0,0.0,4.0,0.0,4.0,0
10041,0.0,2.0,1.0,2.0,3.0,6.0,0
10045,1.0,5.0,2.0,5.0,4.0,6.0,0
10046,4.0,2.0,1.0,2.0,0.0,6.0,0
10050,2.0,3.0,2.0,4.0,8.0,5.0,0
10051,0.0,1.0,3.0,1.0,4.0,4.0,0
10054,0.0,3.0,2.0,3.0,3.0,5.0,0
10055,1.0,2.0,1.0,2.0,0.0,6.0,0
10059,3.0,5.0,3.0,5.0,0.0,5.0,0
10066,3.0,2.0,1.0,2.0,5.0,4.0,0
10079,3.0,1.0,1.0,1.0,3.0,4.0,0
10080,3.0,4.0,5.0,4.0,3.0,2.0,0
10092,5.0,2.0,1.0,2.0,4.0,7.0,0
10094,2.0,2.0,1.0,2.0,0.0,6.0,0
10096,5.0,4.0,3.0,4.0,4.0,3.0,0
10097,3.0,3.0,4.0,3.0,0.0,5.0,0
10110,3.0,3.0,1.0,3.0,7.0,6.0,0
10117,4.0,5.0,4.0,5.0,3.0,4.0,0
10118,4.0,5.0,5.0,5.0,0.0,6.0,0
10119,2.0,4.0,4.0,4.0,4.0,5.0,0
10120,2.0,4.0,1.0,4.0,3.0,4.0,0
10122,2.0,1.0,1.0,1.0,7.0,5.0,0
10127,3.0,3.0,1.0,3.0,3.0,6.0,0
10130,1.0,2.0,2.0,3.0,4.0,4.0,0
10138,0.0,1.0,1.0,1.0,5.0,4.0,0
10139,0.0,1.0,0.0,1.0,0.0,6.0,0
10140,1.0,2.0,1.0,2.0,3.0,3.0,0
10141,1.0,5.0,4.0,5.0,8.0,6.0,0
10150,5.0,5.0,5.0,5.0,3.0,5.0,0
10163,3.0,4.0,3.0,4.0,7.0,6.0,0
10165,2.0,2.0,4.0,2.0,4.0,5.0,0
10166,4.0,4.0,5.0,4.0,5.0,5.0,0
10171,0.0,1.0,1.0,1.0,3.0,3.0,0
10172,3.0,5.0,4.0,5.0,8.0,6.0,0
10174,3.0,4.0,5.0,4.0,3.0,5.0,0
10175,4.0,4.0,3.0,4.0,3.0,5.0,0
10178,2.0,2.0,2.0,3.0,4.0,2.0,0
10181,5.0,6.0,6.0,6.0,6.0,7.0,0
10183,1.0,3.0,3.0,4.0,4.0,6.0,0
10187,4.0,4.0,5.0,4.0,3.0,6.0,0
10192,5.0,1.0,2.0,0.0,0.0,5.0,0
10193,4.0,1.0,1.0,1.0,0.0,6.0,0
10196,4.0,5.0,3.0,5.0,4.0,4.0,0
10200,4.0,2.0,1.0,1.0,0.0,4.0,0
10202,3.0,5.0,3.0,5.0,8.0,3.0,0
10205,2.0,2.0,1.0,3.0,0.0,5.0,0
10206,6.0,2.0,2.0,1.0,5.0,6.0,0
10207,5.0,6.0,5.0,5.0,6.0,5.0,0
10208,3.0,3.0,4.0,3.0,3.0,5.0,0
10209,0.0,1.0,4.0,1.0,5.0,4.0,0
10212,2.0,4.0,3.0,4.0,4.0,3.0,0
10218,1.0,1.0,1.0,2.0,3.0,5.0,0
10229,2.0,1.0,0.0,0.0,0.0,7.0,0
10234,4.0,5.0,4.0,5.0,5.0,7.0,0
10235,5.0,5.0,1.0,5.0,6.0,7.0,0
10242,2.0,3.0,1.0,3.0,3.0,5.0,0
10251,6.0,6.0,5.0,6.0,0.0,7.0,0
10252,1.0,1.0,0.0,0.0,0.0,6.0,0
10270,1.0,3.0,4.0,3.0,4.0,4.0,0
10272,1.0,2.0,1.0,2.0,3.0,6.0,0
10275,1.0,2.0,2.0,2.0,8.0,5.0,0
10284,5.0,4.0,1.0,3.0,0.0,5.0,0
10285,2.0,1.0,1.0,0.0,5.0,2.0,0
10287,3.0,4.0,3.0,4.0,3.0,3.0,0
10288,2.0,2.0,3.0,2.0,4.0,3.0,0
10289,4.0,3.0,1.0,3.0,7.0,7.0,0
10292,4.0,1.0,0.0,0.0,0.0,7.0,0
10296,3.0,4.0,4.0,4.0,3.0,7.0,0
10300,4.0,4.0,5.0,4.0,5.0,7.0,0
10302,4.0,4.0,5.0,5.0,6.0,5.0,0
10307,4.0,4.0,5.0,5.0,6.0,6.0,0
10314,5.0,4.0,5.0,4.0,5.0,3.0,0
10315,4.0,4.0,1.0,4.0,6.0,7.0,0
10316,4.0,4.0,5.0,5.0,5.0,7.0,0
10317,4.0,3.0,1.0,3.0,3.0,7.0,0
10318,4.0,6.0,6.0,5.0,3.0,6.0,0
10324,5.0,6.0,6.0,7.0,6.0,5.0,0
10325,2.0,1.0,1.0,1.0,0.0,4.0,0
10326,2.0,3.0,1.0,4.0,6.0,4.0,0
10338,2.0,1.0,3.0,1.0,4.0,7.0,0
10343,6.0,6.0,5.0,5.0,5.0,6.0,0
10346,4.0,3.0,1.0,3.0,0.0,4.0,0
10351,2.0,2.0,0.0,3.0,0.0,7.0,0
10360,2.0,3.0,1.0,3.0,0.0,4.0,0
10361,4.0,2.0,2.0,2.0,3.0,5.0,0
10363,2.0,1.0,0.0,0.0,0.0,5.0,0
10366,4.0,4.0,2.0,4.0,3.0,4.0,0
10367,3.0,1.0,1.0,0.0,0.0,4.0,0
10368,5.0,4.0,3.0,4.0,3.0,5.0,0
10370,5.0,2.0,3.0,1.0,6.0,7.0,0
10372,1.0,6.0,1.0,6.0,3.0,6.0,0
10373,3.0,1.0,0.0,1.0,0.0,7.0,0
10375,3.0,3.0,4.0,3.0,4.0,6.0,0
10382,2.0,2.0,2.0,2.0,3.0,4.0,0
10397,3.0,5.0,3.0,5.0,6.0,4.0,0
10402,2.0,4.0,3.0,4.0,3.0,4.0,0
10405,0.0,2.0,1.0,3.0,6.0,6.0,0
10407,0.0,0.0,0.0,0.0,6.0,2.0,0
10414,2.0,3.0,3.0,3.0,4.0,7.0,0
10416,6.0,4.0,3.0,3.0,6.0,6.0,0
10418,2.0,3.0,4.0,2.0,4.0,4.0,0
10419,2.0,2.0,3.0,2.0,8.0,5.0,0
10423,2.0,5.0,5.0,5.0,5.0,5.0,0
10425,1.0,3.0,1.0,4.0,7.0,6.0,0
10430,1.0,1.0,2.0,2.0,3.0,2.0,0
10431,4.0,1.0,1.0,0.0,7.0,7.0,0
10432,4.0,4.0,5.0,5.0,7.0,5.0,0
10433,3.0,1.0,1.0,1.0,3.0,5.0,0
10434,5.0,4.0,1.0,3.0,0.0,6.0,0
10435,3.0,4.0,4.0,4.0,5.0,3.0,0
10436,5.0,1.0,1.0,1.0,0.0,6.0,0
10437,4.0,1.0,2.0,2.0,0.0,6.0,0
10439,4.0,3.0,1.0,2.0,0.0,7.0,0
10441,6.0,4.0,3.0,4.0,3.0,7.0,0
10449,2.0,5.0,3.0,5.0,3.0,4.0,0
10459,5.0,2.0,1.0,2.0,0.0,6.0,0
10460,5.0,3.0,1.0,2.0,0.0,7.0,0
10463,4.0,5.0,5.0,5.0,4.0,7.0,0
10465,0.0,1.0,3.0,1.0,3.0,3.0,0
10468,4.0,2.0,2.0,1.0,0.0,3.0,0
10474,3.0,2.0,3.0,2.0,0.0,5.0,0
10475,3.0,6.0,5.0,6.0,5.0,4.0,0
10477,4.0,3.0,3.0,3.0,5.0,6.0,0
10481,3.0,1.0,0.0,1.0,0.0,3.0,0
10484,3.0,1.0,1.0,1.0,3.0,5.0,0
10485,6.0,6.0,5.0,6.0,3.0,4.0,0
10487,1.0,2.0,1.0,3.0,8.0,3.0,0
10493,6.0,5.0,1.0,5.0,7.0,5.0,0
10494,4.0,2.0,1.0,2.0,7.0,6.0,0
10496,5.0,4.0,2.0,4.0,3.0,7.0,0
10498,1.0,2.0,3.0,2.0,6.0,3.0,0
10502,2.0,3.0,2.0,3.0,3.0,4.0,0
10505,1.0,2.0,2.0,3.0,0.0,5.0,0
10511,0.0,1.0,1.0,1.0,0.0,4.0,0
10516,2.0,0.0,1.0,0.0,0.0,6.0,0
10528,5.0,4.0,3.0,4.0,0.0,7.0,0
10531,5.0,5.0,1.0,5.0,0.0,7.0,0
10532,4.0,3.0,3.0,3.0,4.0,4.0,0
10533,6.0,3.0,2.0,3.0,0.0,6.0,0
10534,5.0,2.0,3.0,3.0,3.0,5.0,0
10536,3.0,2.0,1.0,2.0,7.0,4.0,0
10537,5.0,5.0,2.0,5.0,0.0,7.0,0
10538,3.0,5.0,4.0,5.0,3.0,7.0,0
10540,2.0,5.0,5.0,5.0,4.0,1.0,0
10542,3.0,2.0,1.0,2.0,6.0,4.0,0
10545,1.0,3.0,2.0,4.0,6.0,6.0,0
10546,1.0,1.0,2.0,1.0,8.0,5.0,0
10551,4.0,3.0,2.0,3.0,8.0,7.0,0
10553,3.0,1.0,1.0,0.0,7.0,4.0,0
10555,6.0,3.0,1.0,3.0,0.0,7.0,0
10557,5.0,3.0,2.0,3.0,3.0,7.0,0
10560,2.0,3.0,3.0,3.0,6.0,3.0,0
10563,6.0,6.0,6.0,6.0,5.0,7.0,0
10567,3.0,3.0,2.0,3.0,0.0,4.0,0
10574,4.0,2.0,2.0,2.0,8.0,7.0,0
10575,5.0,1.0,2.0,1.0,6.0,4.0,0
10576,4.0,3.0,0.0,4.0,3.0,6.0,0
10578,6.0,4.0,5.0,4.0,6.0,6.0,0
10580,3.0,5.0,5.0,5.0,6.0,3.0,0
10581,4.0,4.0,1.0,4.0,0.0,7.0,0
10584,4.0,1.0,1.0,1.0,3.0,6.0,0
10585,4.0,5.0,5.0,5.0,4.0,6.0,0
10588,4.0,2.0,3.0,2.0,3.0,7.0,0
10595,4.0,3.0,2.0,3.0,4.0,4.0,0
10597,1.0,1.0,1.0,1.0,6.0,5.0,0
10598,5.0,4.0,3.0,4.0,3.0,5.0,0
10600,7.0,7.0,6.0,7.0,6.0,7.0,0
10603,4.0,2.0,1.0,2.0,6.0,6.0,0
10620,5.0,3.0,2.0,3.0,6.0,4.0,0
10637,2.0,3.0,3.0,4.0,5.0,4.0,0
10648,3.0,1.0,1.0,1.0,6.0,6.0,0
10656,2.0,2.0,0.0,2.0,0.0,5.0,0
10658,1.0,1.0,2.0,1.0,6.0,4.0,0
10662,2.0,1.0,0.0,0.0,0.0,4.0,0
10666,5.0,3.0,1.0,3.0,6.0,7.0,0
10667,4.0,4.0,5.0,3.0,6.0,5.0,0
10668,3.0,3.0,2.0,3.0,4.0,6.0,0
10669,5.0,5.0,2.0,5.0,3.0,7.0,0
10671,2.0,1.0,1.0,1.0,4.0,4.0,0
10674,4.0,4.0,2.0,4.0,0.0,5.0,0
10675,6.0,5.0,1.0,5.0,0.0,4.0,0
10679,5.0,4.0,2.0,4.0,4.0,3.0,0
10680,5.0,5.0,3.0,5.0,4.0,6.0,0
10684,6.0,5.0,5.0,5.0,7.0,7.0,0
10686,6.0,6.0,5.0,6.0,5.0,7.0,0
10694,4.0,5.0,5.0,4.0,7.0,6.0,0
10701,4.0,3.0,2.0,3.0,0.0,6.0,0
10706,4.0,6.0,4.0,6.0,4.0,5.0,0
10707,3.0,5.0,5.0,5.0,3.0,4.0,0
10714,2.0,2.0,3.0,2.0,4.0,5.0,0
10718,6.0,6.0,5.0,6.0,6.0,6.0,0
10719,5.0,3.0,0.0,4.0,0.0,6.0,0
10722,2.0,5.0,3.0,5.0,0.0,4.0,0
10723,6.0,3.0,1.0,2.0,0.0,7.0,0
10731,4.0,4.0,3.0,4.0,3.0,6.0,0
10733,3.0,3.0,2.0,3.0,4.0,7.0,0
10735,5.0,3.0,2.0,3.0,0.0,6.0,0
10737,2.0,1.0,2.0,1.0,4.0,4.0,0
10739,5.0,6.0,5.0,6.0,4.0,4.0,0
10742,2.0,1.0,0.0,1.0,0.0,4.0,0
10743,1.0,5.0,2.0,5.0,3.0,5.0,0
10744,2.0,2.0,4.0,3.0,4.0,4.0,0
10751,3.0,3.0,1.0,3.0,4.0,7.0,0
10754,3.0,2.0,2.0,2.0,8.0,7.0,0
10756,4.0,4.0,2.0,4.0,4.0,6.0,0
10762,2.0,1.0,1.0,1.0,6.0,4.0,0
10763,2.0,4.0,4.0,5.0,4.0,4.0,0
10765,1.0,1.0,0.0,1.0,8.0,4.0,0
10767,1.0,2.0,1.0,3.0,0.0,4.0,0
10770,1.0,2.0,1.0,2.0,3.0,6.0,0
10782,6.0,6.0,5.0,6.0,3.0,7.0,0
10796,6.0,6.0,5.0,5.0,4.0,6.0,0
10798,4.0,4.0,3.0,4.0,3.0,5.0,0
10801,3.0,2.0,3.0,2.0,0.0,5.0,0
10802,2.0,3.0,2.0,4.0,4.0,4.0,0
10804,0.0,2.0,1.0,3.0,3.0,4.0,0
10805,3.0,5.0,4.0,5.0,5.0,7.0,0
10806,3.0,2.0,4.0,1.0,0.0,2.0,0
10809,4.0,4.0,3.0,4.0,3.0,6.0,0
10811,5.0,4.0,5.0,4.0,4.0,4.0,0
10812,3.0,3.0,1.0,4.0,0.0,4.0,0
10815,4.0,6.0,5.0,6.0,4.0,6.0,0
10817,2.0,1.0,0.0,1.0,0.0,4.0,0
10820,5.0,3.0,2.0,2.0,8.0,5.0,0
10822,4.0,3.0,2.0,2.0,0.0,6.0,0
10823,4.0,4.0,5.0,4.0,4.0,7.0,0
10825,4.0,3.0,2.0,2.0,6.0,7.0,0
10827,2.0,3.0,1.0,3.0,0.0,3.0,0
10829,1.0,2.0,1.0,3.0,0.0,5.0,0
10830,4.0,3.0,4.0,3.0,4.0,4.0,0
10831,1.0,2.0,0.0,2.0,6.0,4.0,0
10832,1.0,3.0,3.0,3.0,5.0,4.0,0
10839,3.0,5.0,2.0,5.0,3.0,6.0,0
10841,3.0,3.0,3.0,3.0,5.0,4.0,0
10842,3.0,0.0,0.0,0.0,7.0,3.0,0
10844,3.0,5.0,3.0,5.0,6.0,2.0,0
10848,3.0,3.0,1.0,3.0,0.0,5.0,0
10855,3.0,1.0,0.0,0.0,0.0,6.0,0
10863,2.0,1.0,1.0,1.0,6.0,5.0,0
10865,1.0,3.0,3.0,2.0,4.0,2.0,0
10884,3.0,3.0,2.0,4.0,8.0,3.0,0
10889,4.0,5.0,4.0,5.0,3.0,4.0,0
10891,0.0,4.0,3.0,4.0,3.0,6.0,0
10902,1.0,2.0,3.0,3.0,3.0,5.0,0
10904,6.0,6.0,5.0,5.0,5.0,5.0,0
10910,3.0,4.0,5.0,4.0,5.0,4.0,0
10911,5.0,6.0,3.0,5.0,0.0,6.0,0
10912,3.0,2.0,1.0,2.0,0.0,4.0,0
10913,2.0,3.0,3.0,4.0,5.0,4.0,0
10933,2.0,2.0,3.0,1.0,4.0,7.0,0
10935,3.0,1.0,1.0,1.0,3.0,5.0,0
10939,4.0,6.0,5.0,5.0,4.0,7.0,0
10940,3.0,5.0,5.0,5.0,4.0,4.0,0
10944,3.0,3.0,1.0,3.0,0.0,4.0,0
10946,2.0,1.0,1.0,1.0,6.0,7.0,0
10947,3.0,4.0,3.0,4.0,3.0,7.0,0
10948,1.0,1.0,5.0,1.0,3.0,2.0,0
10950,3.0,2.0,2.0,2.0,3.0,7.0,0
10951,1.0,1.0,1.0,0.0,3.0,6.0,0
10957,2.0,2.0,4.0,2.0,4.0,3.0,0
10962,2.0,3.0,2.0,3.0,3.0,6.0,0
10964,2.0,3.0,1.0,4.0,8.0,6.0,0
10966,2.0,6.0,6.0,6.0,4.0,3.0,0
10967,5.0,5.0,2.0,6.0,4.0,4.0,0
10969,4.0,4.0,1.0,4.0,0.0,7.0,0
10970,2.0,2.0,3.0,2.0,5.0,6.0,0
10974,6.0,5.0,2.0,4.0,3.0,7.0,0
10976,6.0,2.0,1.0,0.0,0.0,7.0,0
10981,4.0,1.0,4.0,0.0,4.0,7.0,0
10997,3.0,3.0,2.0,3.0,3.0,6.0,0
10998,4.0,5.0,3.0,5.0,4.0,5.0,0
11005,4.0,2.0,1.0,1.0,0.0,7.0,0
11006,1.0,3.0,4.0,4.0,3.0,4.0,0
11008,4.0,4.0,5.0,3.0,6.0,2.0,0
11011,5.0,4.0,3.0,3.0,0.0,3.0,0
11013,4.0,4.0,5.0,4.0,4.0,7.0,0
11015,4.0,3.0,1.0,3.0,0.0,6.0,0
11018,3.0,4.0,5.0,5.0,5.0,5.0,0
11019,3.0,1.0,0.0,0.0,0.0,4.0,0
11030,4.0,4.0,3.0,4.0,3.0,5.0,0
11034,5.0,4.0,5.0,4.0,4.0,4.0,0
11036,4.0,3.0,3.0,3.0,5.0,7.0,0
11039,3.0,1.0,1.0,0.0,0.0,3.0,0
11042,1.0,3.0,2.0,3.0,4.0,4.0,0
11044,6.0,4.0,3.0,3.0,3.0,6.0,0
11048,1.0,1.0,1.0,1.0,0.0,6.0,0
11050,5.0,5.0,5.0,5.0,5.0,5.0,0
11052,1.0,1.0,3.0,1.0,0.0,3.0,0
11053,4.0,4.0,1.0,3.0,0.0,7.0,0
11054,3.0,1.0,2.0,2.0,0.0,7.0,0
11055,2.0,4.0,3.0,4.0,3.0,6.0,0
11056,2.0,5.0,4.0,5.0,4.0,6.0,0
11057,1.0,2.0,4.0,2.0,3.0,5.0,0
11058,1.0,2.0,3.0,3.0,5.0,4.0,0
11059,1.0,1.0,1.0,1.0,6.0,4.0,0
11060,1.0,3.0,1.0,3.0,0.0,6.0,0
11064,2.0,2.0,4.0,2.0,6.0,5.0,0
11068,1.0,1.0,1.0,1.0,3.0,4.0,0
11072,1.0,2.0,5.0,3.0,3.0,4.0,0
11073,1.0,2.0,3.0,2.0,3.0,6.0,0
11074,3.0,5.0,4.0,6.0,5.0,4.0,0
11075,1.0,5.0,4.0,5.0,3.0,4.0,0
11078,1.0,2.0,4.0,2.0,4.0,3.0,0
11080,1.0,2.0,3.0,2.0,5.0,4.0,0
11083,1.0,5.0,5.0,6.0,3.0,4.0,0
11086,1.0,2.0,3.0,2.0,5.0,6.0,0
11089,3.0,3.0,4.0,3.0,4.0,5.0,0
11090,3.0,1.0,1.0,1.0,8.0,6.0,0
11091,4.0,3.0,2.0,3.0,4.0,4.0,0
11092,2.0,3.0,1.0,3.0,0.0,6.0,0
11095,1.0,3.0,5.0,4.0,5.0,3.0,0
11096,5.0,5.0,6.0,5.0,5.0,6.0,0
11098,4.0,2.0,3.0,2.0,0.0,5.0,0
11099,6.0,4.0,4.0,3.0,7.0,3.0,0
11102,4.0,3.0,1.0,3.0,0.0,7.0,0
11103,4.0,5.0,5.0,5.0,3.0,3.0,0
11118,4.0,6.0,6.0,6.0,5.0,5.0,0
11123,2.0,3.0,1.0,3.0,0.0,5.0,0
11127,5.0,5.0,5.0,5.0,5.0,7.0,0
11128,3.0,4.0,5.0,4.0,0.0,3.0,0
11130,1.0,1.0,1.0,2.0,0.0,5.0,0
11133,1.0,3.0,1.0,4.0,7.0,6.0,0
11135,5.0,6.0,5.0,6.0,7.0,6.0,0
11136,4.0,4.0,3.0,4.0,5.0,4.0,0
11138,3.0,5.0,5.0,5.0,6.0,6.0,0
11140,2.0,5.0,5.0,5.0,6.0,3.0,0
11142,2.0,3.0,4.0,3.0,3.0,4.0,0
11145,3.0,2.0,1.0,2.0,3.0,6.0,0
11146,5.0,6.0,5.0,7.0,5.0,6.0,0
11147,3.0,5.0,3.0,5.0,3.0,6.0,0
11148,5.0,3.0,4.0,3.0,0.0,3.0,0
11149,1.0,5.0,5.0,5.0,4.0,6.0,0
11150,1.0,3.0,4.0,4.0,3.0,4.0,0
11151,3.0,5.0,6.0,5.0,6.0,5.0,0
11152,3.0,4.0,1.0,4.0,0.0,4.0,0
11154,2.0,2.0,1.0,3.0,0.0,5.0,0
11181,1.0,3.0,2.0,3.0,3.0,6.0,0
11184,1.0,3.0,4.0,4.0,3.0,6.0,0
11188,2.0,2.0,2.0,2.0,0.0,7.0,0
11190,2.0,1.0,3.0,1.0,3.0,4.0,0
11191,2.0,4.0,2.0,5.0,3.0,4.0,0
11197,1.0,3.0,1.0,3.0,3.0,2.0,0
11207,0.0,3.0,0.0,4.0,0.0,6.0,0
11213,1.0,1.0,0.0,0.0,8.0,4.0,0
11223,2.0,2.0,2.0,3.0,0.0,6.0,0
11225,3.0,4.0,3.0,3.0,5.0,4.0,0
11226,1.0,1.0,4.0,0.0,8.0,4.0,0
11227,4.0,5.0,3.0,5.0,5.0,5.0,0
11232,1.0,3.0,0.0,3.0,4.0,6.0,0
11237,0.0,3.0,1.0,4.0,0.0,5.0,0
11240,2.0,1.0,1.0,1.0,0.0,2.0,0
11241,5.0,1.0,0.0,0.0,0.0,7.0,0
11243,5.0,4.0,4.0,4.0,4.0,7.0,0
11249,5.0,4.0,4.0,4.0,3.0,7.0,0
11256,5.0,4.0,2.0,4.0,0.0,7.0,0
11257,6.0,4.0,1.0,3.0,0.0,6.0,0
11258,7.0,6.0,6.0,6.0,5.0,7.0,0
11259,4.0,4.0,2.0,4.0,7.0,4.0,0
11260,2.0,2.0,2.0,3.0,0.0,4.0,0
11263,4.0,2.0,2.0,1.0,0.0,7.0,0
11264,3.0,3.0,3.0,3.0,6.0,2.0,0
11265,5.0,2.0,2.0,2.0,0.0,5.0,0
11266,2.0,3.0,1.0,4.0,0.0,7.0,0
11268,1.0,1.0,1.0,1.0,0.0,6.0,0
11270,6.0,5.0,3.0,5.0,4.0,6.0,0
11278,2.0,1.0,1.0,1.0,0.0,6.0,0
11283,3.0,3.0,2.0,3.0,0.0,7.0,0
11284,2.0,5.0,4.0,5.0,3.0,4.0,0
11285,2.0,4.0,3.0,4.0,5.0,4.0,0
11317,1.0,1.0,3.0,1.0,5.0,4.0,0
11322,1.0,1.0,3.0,1.0,5.0,5.0,0
11329,1.0,2.0,1.0,3.0,0.0,4.0,0
11332,1.0,1.0,1.0,1.0,0.0,4.0,0
